Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Academic_Risk,Attendance_Category,Study_Hours_Category,Average_Internal_Score,Total_Internal_Score,Engagement_Score,Engagement_Level,Performance_Grade
S2333,88,31,35,6,3,61,Moderate Risk,Good,Moderate,33.0,66,0.6933333333333334,Moderate,D
S2334,95,37,36,9,3,81,Low Risk,Excellent,Moderate,36.5,73,0.8166666666666668,High,B
S2335,86,29,34,7,3,63,Moderate Risk,Good,Moderate,31.5,63,0.7200000000000001,Moderate,D
S2336,79,35,37,8,2,64,Moderate Risk,Good,Low,36.0,72,0.6633333333333334,Moderate,D
S2337,100,35,35,8,4,82,Low Risk,Excellent,Moderate,35.0,70,0.8666666666666667,High,B
S2338,94,39,39,8,3,78,Low Risk,Excellent,Moderate,39.0,78,0.7799999999999999,Moderate,C
S2339,90,29,31,7,3,58,Moderate Risk,Excellent,Moderate,30.0,60,0.7333333333333334,Moderate,E
S2340,85,22,37,7,3,58,Moderate Risk,Good,Moderate,29.5,59,0.7166666666666667,Moderate,E
S2341,93,33,34,8,2,65,Moderate Risk,Excellent,Low,33.5,67,0.71,Moderate,D
S2342,77,33,27,7,3,62,Moderate Risk,Good,Moderate,30.0,60,0.69,Moderate,D
S2343,83,29,26,5,2,52,Moderate Risk,Good,Low,27.5,55,0.5766666666666667,Low,E
S2344,83,30,33,9,2,68,Moderate Risk,Good,Low,31.5,63,0.71,Moderate,D
S2345,81,27,38,6,3,59,Moderate Risk,Good,Moderate,32.5,65,0.67,Moderate,E
S2346,98,35,40,8,2,69,Moderate Risk,Excellent,Low,37.5,75,0.7266666666666667,Moderate,D
S2347,82,28,37,7,3,62,Moderate Risk,Good,Moderate,32.5,65,0.7066666666666667,Moderate,D
S2348,79,30,34,8,2,66,Moderate Risk,Good,Low,32.0,64,0.6633333333333334,Moderate,D
S2349,96,40,37,9,4,85,Low Risk,Excellent,Moderate,38.5,77,0.8866666666666667,High,B
S2350,88,31,36,8,3,65,Moderate Risk,Good,Moderate,33.5,67,0.7600000000000001,Moderate,D
S2351,79,25,26,7,3,53,Moderate Risk,Good,Moderate,25.5,51,0.6966666666666667,Moderate,E
S2352,82,24,33,6,3,55,Moderate Risk,Good,Moderate,28.5,57,0.6733333333333333,Moderate,E
S2353,93,40,40,8,3,84,Low Risk,Excellent,Moderate,40.0,80,0.7766666666666667,Moderate,B
S2354,85,37,31,7,3,71,Moderate Risk,Good,Moderate,34.0,68,0.7166666666666667,Moderate,C
S2355,83,33,36,9,3,68,Moderate Risk,Good,Moderate,34.5,69,0.7766666666666667,Moderate,D
S2356,84,37,37,9,3,79,Low Risk,Good,Moderate,37.0,74,0.7799999999999999,Moderate,C
S2357,100,32,40,8,3,84,Low Risk,Excellent,Moderate,36.0,72,0.7999999999999999,Moderate,B
S2358,100,33,40,10,3,81,Low Risk,Excellent,Moderate,36.5,73,0.8666666666666667,High,B
S2359,85,34,36,10,2,68,Moderate Risk,Good,Low,35.0,70,0.75,Moderate,D
S2360,83,37,35,9,3,64,Moderate Risk,Good,Moderate,36.0,72,0.7766666666666667,Moderate,D
S2361,81,40,32,8,2,63,Moderate Risk,Good,Low,36.0,72,0.67,Moderate,D
S2362,72,27,24,6,2,45,High Risk,Average,Low,25.5,51,0.5733333333333333,Low,F
S2363,76,36,26,8,3,51,Moderate Risk,Good,Moderate,31.0,62,0.7200000000000001,Moderate,E
S2364,81,32,31,7,2,55,Moderate Risk,Good,Low,31.5,63,0.6366666666666667,Moderate,E
S2365,82,33,32,8,2,59,Moderate Risk,Good,Low,32.5,65,0.6733333333333333,Moderate,E
S2366,80,33,32,8,3,66,Moderate Risk,Good,Moderate,32.5,65,0.7333333333333334,Moderate,D
S2367,73,27,32,7,2,56,Moderate Risk,Average,Low,29.5,59,0.61,Moderate,E
S2368,100,33,35,8,4,76,Low Risk,Excellent,Moderate,34.0,68,0.8666666666666667,High,C
S2369,98,37,33,8,2,82,Low Risk,Excellent,Low,35.0,70,0.7266666666666667,Moderate,B
S2370,70,32,29,8,2,46,High Risk,Average,Low,30.5,61,0.6333333333333333,Moderate,F
S2371,100,34,40,8,4,81,Low Risk,Excellent,Moderate,37.0,74,0.8666666666666667,High,B
S2372,80,37,33,9,3,71,Moderate Risk,Good,Moderate,35.0,70,0.7666666666666667,Moderate,C
S2373,94,40,40,9,4,89,Low Risk,Excellent,Moderate,40.0,80,0.8799999999999999,High,B
S2374,99,38,37,8,3,78,Low Risk,Excellent,Moderate,37.5,75,0.7966666666666667,Moderate,C
S2375,82,33,24,8,2,61,Moderate Risk,Good,Low,28.5,57,0.6733333333333333,Moderate,D
S2376,91,38,37,9,4,79,Low Risk,Excellent,Moderate,37.5,75,0.8700000000000001,High,C
S2377,100,38,36,9,2,75,Low Risk,Excellent,Low,37.0,74,0.7666666666666666,Moderate,C
S2378,84,30,37,8,3,62,Moderate Risk,Good,Moderate,33.5,67,0.7466666666666667,Moderate,D
S2379,87,26,40,8,2,68,Moderate Risk,Good,Low,33.0,66,0.69,Moderate,D
S2380,62,33,23,6,2,42,High Risk,Average,Low,28.0,56,0.54,Low,F
S2381,84,26,32,7,3,59,Moderate Risk,Good,Moderate,29.0,58,0.7133333333333334,Moderate,E
S2382,85,33,33,8,3,74,Moderate Risk,Good,Moderate,33.0,66,0.75,Moderate,C
S2383,87,40,32,8,3,70,Moderate Risk,Good,Moderate,36.0,72,0.7566666666666667,Moderate,C
S2384,79,29,29,7,2,52,Moderate Risk,Good,Low,29.0,58,0.63,Moderate,E
S2385,83,35,36,8,3,71,Moderate Risk,Good,Moderate,35.5,71,0.7433333333333333,Moderate,C
S2386,88,38,35,8,4,77,Low Risk,Good,Moderate,36.5,73,0.8266666666666668,High,C
S2387,87,38,25,8,2,66,Moderate Risk,Good,Low,31.5,63,0.69,Moderate,D
S2388,98,25,35,7,4,68,Moderate Risk,Excellent,Moderate,30.0,60,0.8266666666666667,High,D
S2389,67,20,28,6,2,37,High Risk,Average,Low,24.0,48,0.5566666666666666,Low,F
S2390,75,30,24,6,3,52,Moderate Risk,Good,Moderate,27.0,54,0.65,Moderate,E
S2391,83,34,30,7,2,68,Moderate Risk,Good,Low,32.0,64,0.6433333333333332,Moderate,D
S2392,100,37,35,9,2,77,Low Risk,Excellent,Low,36.0,72,0.7666666666666666,Moderate,C
S2393,90,29,35,8,2,71,Moderate Risk,Excellent,Low,32.0,64,0.7000000000000001,Moderate,C
S2394,89,34,32,8,3,66,Moderate Risk,Good,Moderate,33.0,66,0.7633333333333333,Moderate,D
S2395,75,35,25,7,3,59,Moderate Risk,Good,Moderate,30.0,60,0.6833333333333332,Moderate,E
S2396,89,36,32,8,3,69,Moderate Risk,Good,Moderate,34.0,68,0.7633333333333333,Moderate,D
S2397,93,39,40,9,2,77,Low Risk,Excellent,Low,39.5,79,0.7433333333333333,Moderate,C
S2398,87,37,30,7,3,69,Moderate Risk,Good,Moderate,33.5,67,0.7233333333333333,Moderate,D
S2399,84,33,40,8,3,71,Moderate Risk,Good,Moderate,36.5,73,0.7466666666666667,Moderate,C
S2400,72,26,24,7,2,39,High Risk,Average,Low,25.0,50,0.6066666666666666,Moderate,F
S2401,78,28,23,6,2,47,High Risk,Good,Low,25.5,51,0.5933333333333333,Low,F
S2402,100,37,39,9,4,84,Low Risk,Excellent,Moderate,38.0,76,0.9,High,B
S2403,97,40,40,9,4,90,Low Risk,Excellent,Moderate,40.0,80,0.89,High,A
S2404,72,25,33,7,2,51,Moderate Risk,Average,Low,29.0,58,0.6066666666666666,Moderate,E
S2405,84,37,31,8,4,67,Moderate Risk,Good,Moderate,34.0,68,0.8133333333333335,High,D
S2406,78,40,34,9,3,68,Moderate Risk,Good,Moderate,37.0,74,0.7600000000000001,Moderate,D
S2407,82,31,28,7,3,56,Moderate Risk,Good,Moderate,29.5,59,0.7066666666666667,Moderate,E
S2408,77,28,33,8,3,56,Moderate Risk,Good,Moderate,30.5,61,0.7233333333333333,Moderate,E
S2409,95,34,35,7,3,74,Moderate Risk,Excellent,Moderate,34.5,69,0.75,Moderate,C
S2410,87,37,35,8,3,75,Low Risk,Good,Moderate,36.0,72,0.7566666666666667,Moderate,C
S2411,93,37,40,8,3,80,Low Risk,Excellent,Moderate,38.5,77,0.7766666666666667,Moderate,B
S2412,88,40,40,8,2,81,Low Risk,Good,Low,40.0,80,0.6933333333333334,Moderate,B
S2413,81,29,30,7,2,47,High Risk,Good,Low,29.5,59,0.6366666666666667,Moderate,F
S2414,82,35,31,8,2,61,Moderate Risk,Good,Low,33.0,66,0.6733333333333333,Moderate,D
S2415,80,29,31,7,4,59,Moderate Risk,Good,Moderate,30.0,60,0.7666666666666666,Moderate,E
S2416,80,29,26,6,2,50,Moderate Risk,Good,Low,27.5,55,0.6,Moderate,E
S2417,80,25,38,6,3,61,Moderate Risk,Good,Moderate,31.5,63,0.6666666666666666,Moderate,D
S2418,93,37,35,10,4,79,Low Risk,Excellent,Moderate,36.0,72,0.9100000000000001,High,C
S2419,79,33,32,7,4,61,Moderate Risk,Good,Moderate,32.5,65,0.7633333333333333,Moderate,D
S2420,84,33,30,8,3,68,Moderate Risk,Good,Moderate,31.5,63,0.7466666666666667,Moderate,D
S2421,93,40,28,9,2,66,Moderate Risk,Excellent,Low,34.0,68,0.7433333333333333,Moderate,D
S2422,86,37,35,7,3,72,Moderate Risk,Good,Moderate,36.0,72,0.7200000000000001,Moderate,C
S2423,69,28,31,7,3,54,Moderate Risk,Average,Moderate,29.5,59,0.6633333333333332,Moderate,E
S2424,76,29,25,6,2,43,High Risk,Good,Low,27.0,54,0.5866666666666666,Low,F
S2425,88,34,40,9,4,82,Low Risk,Good,Moderate,37.0,74,0.86,High,B
S2426,85,36,36,8,3,75,Low Risk,Good,Moderate,36.0,72,0.75,Moderate,C
S2427,82,35,26,7,3,61,Moderate Risk,Good,Moderate,30.5,61,0.7066666666666667,Moderate,D
S2428,87,19,31,6,3,58,Moderate Risk,Good,Moderate,25.0,50,0.69,Moderate,E
S2429,90,25,32,7,3,66,Moderate Risk,Excellent,Moderate,28.5,57,0.7333333333333334,Moderate,D
S2430,89,36,31,8,3,73,Moderate Risk,Good,Moderate,33.5,67,0.7633333333333333,Moderate,C
S2431,75,35,27,7,3,58,Moderate Risk,Good,Moderate,31.0,62,0.6833333333333332,Moderate,E
S2432,76,28,31,9,3,62,Moderate Risk,Good,Moderate,29.5,59,0.7533333333333334,Moderate,D
S2433,94,36,28,8,3,75,Low Risk,Excellent,Moderate,32.0,64,0.7799999999999999,Moderate,C
S2434,88,29,34,8,3,62,Moderate Risk,Good,Moderate,31.5,63,0.7600000000000001,Moderate,D
S2435,89,31,30,7,4,66,Moderate Risk,Good,Moderate,30.5,61,0.7966666666666665,Moderate,D
S2436,80,36,33,10,3,65,Moderate Risk,Good,Moderate,34.5,69,0.7999999999999999,Moderate,D
S2437,86,33,37,7,4,70,Moderate Risk,Good,Moderate,35.0,70,0.7866666666666667,Moderate,C
S2438,91,37,40,9,3,78,Low Risk,Excellent,Moderate,38.5,77,0.8033333333333333,High,C
S2439,80,29,30,7,3,61,Moderate Risk,Good,Moderate,29.5,59,0.7000000000000001,Moderate,D
S2440,71,33,27,8,2,53,Moderate Risk,Average,Low,30.0,60,0.6366666666666667,Moderate,E
S2441,91,34,31,8,3,63,Moderate Risk,Excellent,Moderate,32.5,65,0.77,Moderate,D
S2442,81,34,37,8,3,70,Moderate Risk,Good,Moderate,35.5,71,0.7366666666666667,Moderate,C
S2443,80,31,29,7,3,62,Moderate Risk,Good,Moderate,30.0,60,0.7000000000000001,Moderate,D
S2444,94,34,37,7,4,78,Low Risk,Excellent,Moderate,35.5,71,0.8133333333333334,High,C
S2445,81,35,30,8,2,71,Moderate Risk,Good,Low,32.5,65,0.67,Moderate,C
S2446,85,28,30,5,3,52,Moderate Risk,Good,Moderate,29.0,58,0.65,Moderate,E
S2447,100,40,34,9,2,82,Low Risk,Excellent,Low,37.0,74,0.7666666666666666,Moderate,B
S2448,76,35,31,7,3,65,Moderate Risk,Good,Moderate,33.0,66,0.6866666666666666,Moderate,D
S2449,92,32,38,9,3,74,Moderate Risk,Excellent,Moderate,35.0,70,0.8066666666666666,High,C
S2450,85,30,39,9,3,73,Moderate Risk,Good,Moderate,34.5,69,0.7833333333333333,Moderate,C
S2451,82,28,34,6,3,63,Moderate Risk,Good,Moderate,31.0,62,0.6733333333333333,Moderate,D
S2452,83,31,38,6,3,68,Moderate Risk,Good,Moderate,34.5,69,0.6766666666666666,Moderate,D
S2453,70,30,26,6,2,47,High Risk,Average,Low,28.0,56,0.5666666666666665,Low,F
S2454,83,33,31,8,2,65,Moderate Risk,Good,Low,32.0,64,0.6766666666666666,Moderate,D
S2455,65,23,33,8,2,47,High Risk,Average,Low,28.0,56,0.6166666666666667,Moderate,F
S2456,86,24,38,8,3,60,Moderate Risk,Good,Moderate,31.0,62,0.7533333333333334,Moderate,D
S2457,85,35,38,8,3,72,Moderate Risk,Good,Moderate,36.5,73,0.75,Moderate,C
S2458,89,35,33,8,3,66,Moderate Risk,Good,Moderate,34.0,68,0.7633333333333333,Moderate,D
S2459,84,37,32,8,4,71,Moderate Risk,Good,Moderate,34.5,69,0.8133333333333335,High,C
S2460,86,37,38,8,4,85,Low Risk,Good,Moderate,37.5,75,0.82,High,B
S2461,93,31,33,7,2,72,Moderate Risk,Excellent,Low,32.0,64,0.6766666666666666,Moderate,C
S2462,82,31,26,7,2,43,High Risk,Good,Low,28.5,57,0.64,Moderate,F
S2463,76,30,30,7,2,50,Moderate Risk,Good,Low,30.0,60,0.62,Moderate,E
S2464,79,25,30,7,3,54,Moderate Risk,Good,Moderate,27.5,55,0.6966666666666667,Moderate,E
S2465,88,34,40,8,3,77,Low Risk,Good,Moderate,37.0,74,0.7600000000000001,Moderate,C
S2466,78,33,27,8,2,61,Moderate Risk,Good,Low,30.0,60,0.66,Moderate,D
S2467,79,35,26,7,2,52,Moderate Risk,Good,Low,30.5,61,0.63,Moderate,E
S2468,97,38,37,9,3,84,Low Risk,Excellent,Moderate,37.5,75,0.8233333333333334,High,B
S2469,77,24,31,7,2,48,High Risk,Good,Low,27.5,55,0.6233333333333334,Moderate,F
S2470,90,37,35,8,3,76,Low Risk,Excellent,Moderate,36.0,72,0.7666666666666667,Moderate,C
S2471,86,36,28,7,3,65,Moderate Risk,Good,Moderate,32.0,64,0.7200000000000001,Moderate,D
S2472,82,35,29,7,3,63,Moderate Risk,Good,Moderate,32.0,64,0.7066666666666667,Moderate,D
S2473,100,31,40,9,3,75,Low Risk,Excellent,Moderate,35.5,71,0.8333333333333334,High,C
S2474,91,34,38,9,3,73,Moderate Risk,Excellent,Moderate,36.0,72,0.8033333333333333,High,C
S2475,86,34,38,8,3,75,Low Risk,Good,Moderate,36.0,72,0.7533333333333334,Moderate,C
S2476,85,38,32,8,3,70,Moderate Risk,Good,Moderate,35.0,70,0.75,Moderate,C
S2477,97,33,40,9,3,80,Low Risk,Excellent,Moderate,36.5,73,0.8233333333333334,High,B
S2478,91,36,32,8,3,68,Moderate Risk,Excellent,Moderate,34.0,68,0.77,Moderate,D
S2479,85,40,36,8,3,73,Moderate Risk,Good,Moderate,38.0,76,0.75,Moderate,C
S2480,74,33,30,6,3,57,Moderate Risk,Average,Moderate,31.5,63,0.6466666666666666,Moderate,E
S2481,80,32,39,8,3,69,Moderate Risk,Good,Moderate,35.5,71,0.7333333333333334,Moderate,D
S2482,87,37,32,8,3,74,Moderate Risk,Good,Moderate,34.5,69,0.7566666666666667,Moderate,C
S2483,91,36,33,8,3,62,Moderate Risk,Excellent,Moderate,34.5,69,0.77,Moderate,D
S2484,92,36,29,7,3,62,Moderate Risk,Excellent,Moderate,32.5,65,0.7400000000000001,Moderate,D
S2485,77,28,27,6,2,50,Moderate Risk,Good,Low,27.5,55,0.59,Low,E
S2486,89,28,33,6,4,60,Moderate Risk,Good,Moderate,30.5,61,0.7633333333333333,Moderate,D
S2487,75,34,29,8,2,61,Moderate Risk,Good,Low,31.5,63,0.65,Moderate,D
S2488,79,31,25,6,3,46,High Risk,Good,Moderate,28.0,56,0.6633333333333334,Moderate,F
S2489,91,32,32,8,3,64,Moderate Risk,Excellent,Moderate,32.0,64,0.77,Moderate,D
S2490,79,31,29,7,3,56,Moderate Risk,Good,Moderate,30.0,60,0.6966666666666667,Moderate,E
S2491,95,37,26,7,3,64,Moderate Risk,Excellent,Moderate,31.5,63,0.75,Moderate,D
S2492,86,35,26,7,3,63,Moderate Risk,Good,Moderate,30.5,61,0.7200000000000001,Moderate,D
S2493,76,32,25,6,3,65,Moderate Risk,Good,Moderate,28.5,57,0.6533333333333333,Moderate,D
S2494,79,28,28,6,3,52,Moderate Risk,Good,Moderate,28.0,56,0.6633333333333334,Moderate,E
S2495,84,29,27,7,3,60,Moderate Risk,Good,Moderate,28.0,56,0.7133333333333334,Moderate,D
S2496,77,28,36,7,3,64,Moderate Risk,Good,Moderate,32.0,64,0.69,Moderate,D
S2497,92,31,35,7,3,60,Moderate Risk,Excellent,Moderate,33.0,66,0.7400000000000001,Moderate,D
S2498,88,37,39,8,3,69,Moderate Risk,Good,Moderate,38.0,76,0.7600000000000001,Moderate,D
S2499,88,30,33,8,2,63,Moderate Risk,Good,Low,31.5,63,0.6933333333333334,Moderate,D
S2500,98,36,29,8,3,70,Moderate Risk,Excellent,Moderate,32.5,65,0.7933333333333333,Moderate,C
S2501,89,29,36,7,2,60,Moderate Risk,Good,Low,32.5,65,0.6633333333333332,Moderate,D
S2502,88,23,39,9,2,64,Moderate Risk,Good,Low,31.0,62,0.7266666666666667,Moderate,D
S2503,80,32,37,8,3,72,Moderate Risk,Good,Moderate,34.5,69,0.7333333333333334,Moderate,C
S2504,89,40,40,9,2,80,Low Risk,Good,Low,40.0,80,0.73,Moderate,B
S2505,83,31,30,7,3,60,Moderate Risk,Good,Moderate,30.5,61,0.71,Moderate,D
S2506,88,35,34,8,5,78,Low Risk,Good,High,34.5,69,0.8933333333333334,High,C
S2507,86,35,36,8,2,78,Low Risk,Good,Low,35.5,71,0.6866666666666666,Moderate,C
S2508,86,33,30,8,3,60,Moderate Risk,Good,Moderate,31.5,63,0.7533333333333334,Moderate,D
S2509,86,25,26,6,3,50,Moderate Risk,Good,Moderate,25.5,51,0.6866666666666666,Moderate,E
S2510,82,32,34,8,3,73,Moderate Risk,Good,Moderate,33.0,66,0.7400000000000001,Moderate,C
S2511,77,31,31,7,3,66,Moderate Risk,Good,Moderate,31.0,62,0.69,Moderate,D
S2512,90,34,31,7,2,62,Moderate Risk,Excellent,Low,32.5,65,0.6666666666666666,Moderate,D
S2513,81,30,34,7,3,56,Moderate Risk,Good,Moderate,32.0,64,0.7033333333333333,Moderate,E
S2514,91,34,38,9,3,74,Moderate Risk,Excellent,Moderate,36.0,72,0.8033333333333333,High,C
S2515,82,26,37,8,3,66,Moderate Risk,Good,Moderate,31.5,63,0.7400000000000001,Moderate,D
S2516,81,29,36,8,4,78,Low Risk,Good,Moderate,32.5,65,0.8033333333333333,High,C
S2517,89,39,35,7,3,67,Moderate Risk,Good,Moderate,37.0,74,0.73,Moderate,D
S2518,80,28,32,8,2,55,Moderate Risk,Good,Low,30.0,60,0.6666666666666666,Moderate,E
S2519,81,33,30,7,3,62,Moderate Risk,Good,Moderate,31.5,63,0.7033333333333333,Moderate,D
S2520,90,32,36,7,3,68,Moderate Risk,Excellent,Moderate,34.0,68,0.7333333333333334,Moderate,D
S2521,74,30,31,7,3,59,Moderate Risk,Average,Moderate,30.5,61,0.68,Moderate,E
S2522,83,33,34,7,3,58,Moderate Risk,Good,Moderate,33.5,67,0.71,Moderate,E
S2523,82,30,31,6,3,53,Moderate Risk,Good,Moderate,30.5,61,0.6733333333333333,Moderate,E
S2524,74,29,28,6,3,64,Moderate Risk,Average,Moderate,28.5,57,0.6466666666666666,Moderate,D
S2525,89,33,29,7,3,70,Moderate Risk,Good,Moderate,31.0,62,0.73,Moderate,C
S2526,92,35,38,8,2,84,Low Risk,Excellent,Low,36.5,73,0.7066666666666667,Moderate,B
S2527,80,20,26,7,1,47,High Risk,Good,Low,23.0,46,0.5666666666666667,Low,F
S2528,87,40,32,9,3,75,Low Risk,Good,Moderate,36.0,72,0.79,Moderate,C
S2529,85,27,34,9,3,57,Moderate Risk,Good,Moderate,30.5,61,0.7833333333333333,Moderate,E
S2530,85,35,31,7,3,66,Moderate Risk,Good,Moderate,33.0,66,0.7166666666666667,Moderate,D
S2531,91,27,36,8,3,71,Moderate Risk,Excellent,Moderate,31.5,63,0.77,Moderate,C
S2532,90,28,32,6,3,53,Moderate Risk,Excellent,Moderate,30.0,60,0.7000000000000001,Moderate,E
S2533,76,30,32,9,3,62,Moderate Risk,Good,Moderate,31.0,62,0.7533333333333334,Moderate,D
S2534,86,33,32,8,4,67,Moderate Risk,Good,Moderate,32.5,65,0.82,High,D
S2535,84,33,24,6,3,54,Moderate Risk,Good,Moderate,28.5,57,0.68,Moderate,E
S2536,94,32,37,9,3,76,Low Risk,Excellent,Moderate,34.5,69,0.8133333333333334,High,C
S2537,84,25,26,5,3,42,High Risk,Good,Moderate,25.5,51,0.6466666666666666,Moderate,F
S2538,85,32,36,8,2,66,Moderate Risk,Good,Low,34.0,68,0.6833333333333332,Moderate,D
S2539,82,32,34,8,2,64,Moderate Risk,Good,Low,33.0,66,0.6733333333333333,Moderate,D
S2540,82,30,32,8,3,59,Moderate Risk,Good,Moderate,31.0,62,0.7400000000000001,Moderate,E
S2541,63,22,34,6,3,48,High Risk,Average,Moderate,28.0,56,0.61,Moderate,F
S2542,85,37,33,8,3,67,Moderate Risk,Good,Moderate,35.0,70,0.75,Moderate,D
S2543,78,27,32,6,3,58,Moderate Risk,Good,Moderate,29.5,59,0.66,Moderate,E
S2544,81,32,28,7,2,59,Moderate Risk,Good,Low,30.0,60,0.6366666666666667,Moderate,E
S2545,100,40,33,8,3,81,Low Risk,Excellent,Moderate,36.5,73,0.7999999999999999,Moderate,B
S2546,81,35,38,8,3,77,Low Risk,Good,Moderate,36.5,73,0.7366666666666667,Moderate,C
S2547,94,39,33,9,3,81,Low Risk,Excellent,Moderate,36.0,72,0.8133333333333334,High,B
S2548,81,27,36,8,2,64,Moderate Risk,Good,Low,31.5,63,0.67,Moderate,D
S2549,70,34,27,7,3,57,Moderate Risk,Average,Moderate,30.5,61,0.6666666666666666,Moderate,E
S2550,80,27,34,8,3,65,Moderate Risk,Good,Moderate,30.5,61,0.7333333333333334,Moderate,D
S2551,92,33,40,9,4,91,Low Risk,Excellent,Moderate,36.5,73,0.8733333333333334,High,A
S2552,82,30,24,7,4,61,Moderate Risk,Good,Moderate,27.0,54,0.7733333333333334,Moderate,D
S2553,86,27,38,6,2,59,Moderate Risk,Good,Low,32.5,65,0.62,Moderate,E
S2554,88,27,40,7,2,70,Moderate Risk,Good,Low,33.5,67,0.66,Moderate,C
S2555,87,39,39,9,3,81,Low Risk,Good,Moderate,39.0,78,0.79,Moderate,B
S2556,95,36,40,8,2,75,Low Risk,Excellent,Low,38.0,76,0.7166666666666667,Moderate,C
S2557,86,35,37,8,3,80,Low Risk,Good,Moderate,36.0,72,0.7533333333333334,Moderate,B
S2558,92,37,33,9,2,63,Moderate Risk,Excellent,Low,35.0,70,0.7400000000000001,Moderate,D
S2559,95,40,36,9,4,81,Low Risk,Excellent,Moderate,38.0,76,0.8833333333333334,High,B
S2560,91,39,34,8,3,83,Low Risk,Excellent,Moderate,36.5,73,0.77,Moderate,B
S2561,72,26,29,6,2,47,High Risk,Average,Low,27.5,55,0.5733333333333333,Low,F
S2562,83,32,36,8,3,67,Moderate Risk,Good,Moderate,34.0,68,0.7433333333333333,Moderate,D
S2563,85,35,32,9,3,64,Moderate Risk,Good,Moderate,33.5,67,0.7833333333333333,Moderate,D
S2564,52,20,21,5,1,25,High Risk,Poor,Low,20.5,41,0.4066666666666667,Low,F
S2565,88,27,36,8,2,64,Moderate Risk,Good,Low,31.5,63,0.6933333333333334,Moderate,D
S2566,74,35,28,8,2,56,Moderate Risk,Average,Low,31.5,63,0.6466666666666666,Moderate,E
S2567,99,37,40,9,3,83,Low Risk,Excellent,Moderate,38.5,77,0.8300000000000001,High,B
S2568,71,25,29,7,3,54,Moderate Risk,Average,Moderate,27.0,54,0.6699999999999999,Moderate,E
S2569,86,30,29,7,3,61,Moderate Risk,Good,Moderate,29.5,59,0.7200000000000001,Moderate,D
S2570,62,25,24,7,2,38,High Risk,Average,Low,24.5,49,0.5733333333333333,Low,F
S2571,91,30,35,7,2,67,Moderate Risk,Excellent,Low,32.5,65,0.6699999999999999,Moderate,D
S2572,77,26,26,6,3,49,High Risk,Good,Moderate,26.0,52,0.6566666666666667,Moderate,F
S2573,87,32,34,8,3,63,Moderate Risk,Good,Moderate,33.0,66,0.7566666666666667,Moderate,D
S2574,70,27,24,7,3,47,High Risk,Average,Moderate,25.5,51,0.6666666666666666,Moderate,F
S2575,79,29,30,7,2,54,Moderate Risk,Good,Low,29.5,59,0.63,Moderate,E
S2576,93,39,31,7,3,72,Moderate Risk,Excellent,Moderate,35.0,70,0.7433333333333333,Moderate,C
S2577,86,33,30,7,4,62,Moderate Risk,Good,Moderate,31.5,63,0.7866666666666667,Moderate,D
S2578,79,25,26,6,3,47,High Risk,Good,Moderate,25.5,51,0.6633333333333334,Moderate,F
S2579,90,28,35,7,3,62,Moderate Risk,Excellent,Moderate,31.5,63,0.7333333333333334,Moderate,D
S2580,82,24,31,6,3,47,High Risk,Good,Moderate,27.5,55,0.6733333333333333,Moderate,F
S2581,96,34,40,9,4,81,Low Risk,Excellent,Moderate,37.0,74,0.8866666666666667,High,B
S2582,91,31,35,8,3,67,Moderate Risk,Excellent,Moderate,33.0,66,0.77,Moderate,D
S2583,97,40,34,8,3,80,Low Risk,Excellent,Moderate,37.0,74,0.79,Moderate,B
S2584,80,33,33,8,3,67,Moderate Risk,Good,Moderate,33.0,66,0.7333333333333334,Moderate,D
S2585,100,37,40,9,3,76,Low Risk,Excellent,Moderate,38.5,77,0.8333333333333334,High,C
S2586,76,34,35,8,2,66,Moderate Risk,Good,Low,34.5,69,0.6533333333333333,Moderate,D
S2587,69,21,24,7,1,36,High Risk,Average,Low,22.5,45,0.5299999999999999,Low,F
S2588,98,38,34,7,3,75,Low Risk,Excellent,Moderate,36.0,72,0.7599999999999999,Moderate,C
S2589,87,39,40,8,3,80,Low Risk,Good,Moderate,39.5,79,0.7566666666666667,Moderate,B
S2590,77,32,27,6,2,63,Moderate Risk,Good,Low,29.5,59,0.59,Low,D
S2591,100,33,38,7,3,77,Low Risk,Excellent,Moderate,35.5,71,0.7666666666666666,Moderate,C
S2592,80,38,31,8,3,65,Moderate Risk,Good,Moderate,34.5,69,0.7333333333333334,Moderate,D
S2593,85,30,30,8,3,63,Moderate Risk,Good,Moderate,30.0,60,0.75,Moderate,D
S2594,89,33,40,9,3,74,Moderate Risk,Good,Moderate,36.5,73,0.7966666666666667,Moderate,C
S2595,77,29,30,8,3,58,Moderate Risk,Good,Moderate,29.5,59,0.7233333333333333,Moderate,E
S2596,90,36,29,8,3,76,Low Risk,Excellent,Moderate,32.5,65,0.7666666666666667,Moderate,C
S2597,78,31,31,6,3,49,High Risk,Good,Moderate,31.0,62,0.66,Moderate,F
S2598,78,29,31,6,2,48,High Risk,Good,Low,30.0,60,0.5933333333333333,Low,F
S2599,97,33,40,9,3,78,Low Risk,Excellent,Moderate,36.5,73,0.8233333333333334,High,C
S2600,97,30,40,8,3,72,Moderate Risk,Excellent,Moderate,35.0,70,0.79,Moderate,C
